recording_id,timestamp_s,channel_id,duration_s,well_id,source_vendor,schema_version,amplitude_uv
control_2950,0.0002,0,180.0,,public_demo_export,1.0,
control_2950,0.806,0,180.0,,public_demo_export,1.0,
control_2950,0.81825,0,180.0,,public_demo_export,1.0,
control_2950,0.8277,0,180.0,,public_demo_export,1.0,
control_2950,0.8363,0,180.0,,public_demo_export,1.0,
control_2950,0.84555,0,180.0,,public_demo_export,1.0,
control_2950,0.8544,0,180.0,,public_demo_export,1.0,
control_2950,0.8621,0,180.0,,public_demo_export,1.0,
control_2950,0.8693,0,180.0,,public_demo_export,1.0,
control_2950,0.8779,0,180.0,,public_demo_export,1.0,
control_2950,0.88585,0,180.0,,public_demo_export,1.0,
control_2950,0.8943,0,180.0,,public_demo_export,1.0,
control_2950,0.9026,0,180.0,,public_demo_export,1.0,
control_2950,0.91125,0,180.0,,public_demo_export,1.0,
control_2950,0.92165,0,180.0,,public_demo_export,1.0,
control_2950,0.9317,0,180.0,,public_demo_export,1.0,
control_2950,0.94125,0,180.0,,public_demo_export,1.0,
control_2950,0.94955,0,180.0,,public_demo_export,1.0,
control_2950,0.958,0,180.0,,public_demo_export,1.0,
control_2950,0.96865,0,180.0,,public_demo_export,1.0,
control_2950,0.9789,0,180.0,,public_demo_export,1.0,
control_2950,0.9998,0,180.0,,public_demo_export,1.0,
control_2950,2.36615,0,180.0,,public_demo_export,1.0,
control_2950,2.37415,0,180.0,,public_demo_export,1.0,
control_2950,2.38215,0,180.0,,public_demo_export,1.0,
control_2950,2.39,0,180.0,,public_demo_export,1.0,
control_2950,2.39775,0,180.0,,public_demo_export,1.0,
control_2950,2.40505,0,180.0,,public_demo_export,1.0,
control_2950,2.41265,0,180.0,,public_demo_export,1.0,
control_2950,2.4203,0,180.0,,public_demo_export,1.0,
control_2950,2.4281,0,180.0,,public_demo_export,1.0,
control_2950,2.43615,0,180.0,,public_demo_export,1.0,
control_2950,2.44395,0,180.0,,public_demo_export,1.0,
control_2950,2.45295,0,180.0,,public_demo_export,1.0,
control_2950,2.46205,0,180.0,,public_demo_export,1.0,
control_2950,2.47125,0,180.0,,public_demo_export,1.0,
control_2950,2.48125,0,180.0,,public_demo_export,1.0,
