recording_id,timestamp_s,channel_id,duration_s,well_id,source_vendor,schema_version,amplitude_uv
gin__hpsc_mea3__pharma__A5,0.04968,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,0.26144,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,0.2876,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,0.33344,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,0.5552,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,0.65048,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,0.79664,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,0.84728,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,1.17376,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,1.2596,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,1.27104,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,1.39464,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,1.44952,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,1.48672,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,1.53432,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,1.54784,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,1.55256,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,1.6848,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,1.96368,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,2.01632,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,2.09504,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,2.19944,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,2.29208,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,2.30552,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,2.46328,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,2.66552,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,2.70272,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,2.7756,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,2.82544,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,2.83496,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,2.988,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,3.10064,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,3.20152,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,3.35944,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,3.37432,A5_11,180.0,,public_demo_export,1.0,
gin__hpsc_mea3__pharma__A5,3.41112,A5_11,180.0,,public_demo_export,1.0,
