recording_id,timestamp_s,channel_id,duration_s,well_id,source_vendor,schema_version,amplitude_uv
trujillo__161217__7__baseline_control,63.70680000000001,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,63.95744000000001,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,64.12208000000001,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,64.73048000000001,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,64.98224,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.07496,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.08728,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.09856,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.10576,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.12976,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.13264000000001,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.13616,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.1392,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.14296000000002,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.14512,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.14696,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.14832000000001,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.15280000000001,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.15568,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.15808000000001,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.16016,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.16224000000001,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.16624000000002,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.16768,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.17632,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.17856,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.18512000000001,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.18696000000001,ch_01,120.0,,public_demo_export,1.0,
trujillo__161217__7__baseline_control,65.18808000000001,ch_01,120.0,,public_demo_export,1.0,
